stars,comment
5.0 out of 5 stars,"







  
  
    My baby love these books.
  
"
5.0 out of 5 stars,"







  
  
    Worth money,my 2yr baby learned to speak with the help of it.my toddler loves it..
  
"
5.0 out of 5 stars,"







  
  
    Good for children till 5 years .Nice collection of contentGood quality of imagesOverall very good productGo for it without any hesitation
  
"
4.0 out of 5 stars,"







  
  
    This is awesome books for kids... pictures are clear....paper quality is good.my baby like it so much..all can say.it is nice product in this price..👍👍👍👍👍
  
"
5.0 out of 5 stars,"







  
  
    I baught for my daughter 6 months back. She loved the books. She learned a lot from them. She teared off all the pages. Now I use them as cards.
  
"
5.0 out of 5 stars,"







  
  
    He is so happy to see these colourful books🙂
  
"
5.0 out of 5 stars,"







  
  
    Very useful for toddlers who are learning to speak . I loved this small library. Thanks amazon.
  
"
4.0 out of 5 stars,"







  
  
    I like the picture,  children can identify easily.It's help new kids for improvement of the knowledge
  
"
5.0 out of 5 stars,"







  
  
    Good quality, nice images. Very good to welcome your kid into the world of books.
  
"
5.0 out of 5 stars,"







  
  
    Initially they may not show interest believe me later they start eating ur brain with so many questionsIt’s one way of bringing them to books
  
"
5.0 out of 5 stars,"







  
  
    I m happy for this product. My daughter also happy
  
"
5.0 out of 5 stars,"







  
  
    Awesome for kids
  
"
4.0 out of 5 stars,"







  
  
    Very helpfull and easy to carry
  
"
5.0 out of 5 stars,"







  
  
    This is my 3rd purchase and slowly has been my default gift for kids. First birthday along with some toys. They love them and the colours are bright and the book is hard cardboard material so kids can’t tear it (for the little active kids too)
  
"
4.0 out of 5 stars,"







  
  
    Smaller than expected but the material is good . So at this price it's fine to purchase this set for fun study for your little one. good for 1.6 - 2 + years kid to recognise things via pictures.
  
"
5.0 out of 5 stars,"







  
  
    I loved the product...my baby just loves and very eager to learn...Its happy to see her curiosity...
  
"
2.0 out of 5 stars,"







  
  
    Prise jada ha
  
"
5.0 out of 5 stars,"







  
  
    Good for beginners
  
"
4.0 out of 5 stars,"







  
  
    It's a good set of 10 books.Pro: Every thing except oneCons: Images in the book should be picked from life around baby. Example: 'B' stands for 'Bear' which is rare for a baby to relate. It could be 'Book' or any othe item which is relatable for a baby.
  
"
5.0 out of 5 stars,"







  
  
    Gifted it to 2 yr old girl. She is just loving it. 😍
  
"
5.0 out of 5 stars,"







  
  
    Very good quality and brightful pictures easily understandable for toddlers.
  
"
4.0 out of 5 stars,"







  
  
    Book size very small. But hard board quality, pictures printing and book finishing is really good. Slightly expensive, but serves the purpose. Collection is good.
  
"
5.0 out of 5 stars,"







  
  
    Good for kids
  
"
5.0 out of 5 stars,"







  
  
    Very nice and recommend one
  
"
5.0 out of 5 stars,"







  
  
    Owsm product....I loved it...easy to carry also tq
  
"
5.0 out of 5 stars,"







  
  
    Good quality. You can buy this however size is small
  
"
4.0 out of 5 stars,"







  
  
    Few images in the book are not relatable by child.Like O for oatmeal.I believe images should be from day to day life and attractive n easily relatable by child
  
"
5.0 out of 5 stars,"







  
  
    My baby's favourite!
  
"
5.0 out of 5 stars,"







  
  
    Good quality, real pics of day to day things, good contrast usedEasy to hold for babiesReal images, only one image per page,Wwhich is a good thing, no distraction for babyMy kido loves to reaad yyhem , play with them carry them around the house..  a must buy...
  
"
5.0 out of 5 stars,"







  
  
    Do not hesitate just buy
  
"
5.0 out of 5 stars,"







  
  
    Good for kids. I bought it when my daughter 22 months old and within 2 month she learned most of the images with name. I found it interesting  as kids learn fast with images whether its animals or fruits and vegetables.
  
"
4.0 out of 5 stars,"







  
  
    Cute first books for 1-2 yrs old. My daughter loves looking at the pictures during her breakfast. Could be more colourful..
  
"
5.0 out of 5 stars,"







  
  
    It's very useful product for my baby..She is enjoying..
  
"
4.0 out of 5 stars,"







  
  
    Absolutely fantastic product.Quality and durability of the product is great
  
"
5.0 out of 5 stars,"







  
  
    Really a good product. Books are small but looks pretty and my child loves it. Apart from learning from it, he also plays with it by making TRAIN from so many books😊
  
"
5.0 out of 5 stars,"







  
  
    Nice Product for kids to play and learn
  
"
5.0 out of 5 stars,"







  
  
    Quality is very good
  
"
4.0 out of 5 stars,"







  
  
    It is better if more relevant animals and vegetables are included.
  
"
3.0 out of 5 stars,"







  
  
    Size of the books are little small otherwise printed material and paper quality is good
  
"
5.0 out of 5 stars,"







  
  
    Good for kid under 2years
  
"
3.0 out of 5 stars,"







  
  
    It is small and cute. May be 10cm. Too small for my 1 year old to turn the pages. Not engaging the child unlike the taller books.
  
"
3.0 out of 5 stars,"







  
  
    The size of books is very small. Description of only one item is captured on every page which makes hectic for a kid to continuously turn the pages.
  
"
